id,event_date,realm,title,summary,actor,ticker,materiality,source_url,source_title,publisher,permalink
5682,2026-07-20,virtual,China's Kimi K3 narrows AI gap with US to 'weeks',"Moonshot AI released Kimi K3, a 2.8 trillion-parameter open-weight model with native vision capabilities, built for long-horizon coding, knowledge work, and complex reasoning. Analyst Ryan Fedasiuk of the American Enterprise Institute wrote that the model has toppled the conventional wisdom that top Chinese models lag six to eight months behind American counterparts, saying the gap has now closed to 'something approaching a matter of weeks.'",Moonshot AI,,70,https://www.scmp.com/tech/tech-war/article/3361142/why-chinas-open-weight-ai-model-kimi-k3-sparking-anxiety-silicon-valley,,South China Morning Post,https://presentofai.com/e/5682
5669,2026-07-20,terrestrial,Anduril and Archer reveal Thunder autonomous armed tiltrotor drone,"Anduril and Archer unveiled Thunder, a Group 5 fully autonomous armed reconnaissance tiltrotor drone designed as a loyal wingman for helicopters like the Apache and Cheyenne, developed from lessons learned on Anduril's Fury platform and Archer's electric air taxi experience.",Anduril,,70,https://breakingdefense.com/2026/07/anduril-reveals-thunder-a-loyal-wingman-drone-for-helicopters,,Breaking Defense,https://presentofai.com/e/5669
5666,2026-07-20,terrestrial,DC robotaxi bill B26-0684 passes first public hearing,"Washington DC's robotaxi regulation bill passed its first public hearing, proposing a 200-vehicle cap on operators; NHTSA simultaneously declared autonomous vehicles have a 'functional insufficiency' at emergency scenes.",DC Council,,60,https://www.axios.com/local/washington-dc/2026/07/20/waymo-robotaxi-approval-charles-allen-dc-council,,Axios,https://presentofai.com/e/5666
5658,2026-07-20,terrestrial,"BMS deploys Vera Rubin NVL72, most powerful AI cluster in life sciences","Bristol Myers Squibb announced deployment of a second NVIDIA DGX SuperPOD built on eight DGX Vera Rubin NVL72 systems, described as the most powerful and energy-efficient AI cluster in life sciences. The new system delivers up to 10x the performance per megawatt of the infrastructure it replaces and will give all BMS researchers access to a unified AI platform for drug discovery.",Nvidia,,62,https://blogs.nvidia.com/blog/bristol-myers-squibb-building-life-science-industrys-most-advanced-ai-factory-on-nvidia-vera-rubin/,,NVIDIA Blog,https://presentofai.com/e/5658
5567,2026-07-20,terrestrial,Microsoft to Deploy AMD Helios Rack-Scale AI Accelerator on Azure,"Microsoft announced it will deploy AMD's Helios rack-scale AI accelerator in volume on Azure to run frontier-model workloads in its own data centers and for Azure AI infrastructure customers, including through Microsoft Foundry. The two companies did not disclose the exact size of the deployment in watts or dollars.",Microsoft,,72,https://www.tomshardware.com/tech-industry/artificial-intelligence/microsoft-will-deploy-amds-helios-rack-scale-ai-accelerator-at-scale-on-azure-radeon-instinct-mi455x-and-epyc-venice-power-will-be-available-through-redmonds-cloud-infrastructure,,Tom's Hardware,https://presentofai.com/e/5567
5540,2026-07-20,terrestrial,Trump admin weighs AI pre-release regulator modeled on FINRA,"The Trump administration is considering an independent AI watchdog, modeled on FINRA and reporting to the SEC, that would conduct 30-day pre-release reviews of frontier AI models for cyber, biosecurity, and deception risks.",,,72,https://www.wionews.com/world/ai-finra-trump-administration-weighs-a-watchdog-that-vets-ai-models-before-release-1784570231971,,WION,https://presentofai.com/e/5540
5462,2026-07-20,terrestrial,China orders state firms to replace Claude Code with domestic AI,"A Chinese state-owned enterprise in Shandong Province issued an internal notice ordering employees to report use of Anthropic's Claude Code and switch to domestic alternatives, following guidance from Shandong's SASAC and Shandong Hi-Speed Group. The directive reflects Beijing's expanding restrictions on foreign AI tools, citing alleged concealed tracking mechanisms in certain Claude Code versions.",Anthropic,,68,https://theepochtimes.com/china/chinese-state-owned-firms-ordered-to-replace-claude-code-with-domestic-ai-tools-6063940,,,https://presentofai.com/e/5462
5307,2026-07-20,terrestrial,China's Z.AI Completes 1-Gigawatt AI Data Center on Chinese Chips,"Z.AI (formerly Zhipu) has finished building a data center designed to draw about a gigawatt of power and run entirely on Chinese-made chips, with partial operations already underway, according to a single anonymous source cited by Bloomberg. The location and specific accelerators were not disclosed, and key details remain unconfirmed by independent parties.",Z.AI,,85,https://www.unite.ai/z-ai-builds-gigawatt-data-center-on-chinese-chips-alone/,,Unite.AI,https://presentofai.com/e/5307
5179,2026-07-20,virtual,US public health agencies to test OpenAI and Anthropic models via PULSE,"The Coalition for Health AI, OpenAI, Anthropic, and Accenture launched PULSE, a programme to trial generative AI tools in 10 state, local, tribal, or territorial public health jurisdictions. OpenAI and Anthropic have donated enterprise licences for up to 2,000 practitioners, with pilots covering five use cases including biosurveillance, multilingual translation, and clinical data retrieval, scheduled to begin in autumn 2026.",OpenAI,,58,https://www.artificialintelligence-news.com/news/openai-anthropic-public-health-ai/,,AI News,https://presentofai.com/e/5179
5134,2026-07-20,virtual,NVIDIA Agent Toolkit adds Omniverse libraries for physical AI,"NVIDIA expanded its Agent Toolkit with Omniverse libraries, enabling AI agents to build simulation-ready 3D worlds and add physical AI capabilities to existing applications.",NVIDIA,,58,https://nvidianews.nvidia.com/news/nvidia-agent-toolkit-expands-with-new-omniverse-libraries-putting-ai-agents-to-work-building-simulation-ready-worlds,,NVIDIA Newsroom,https://presentofai.com/e/5134
5098,2026-07-20,virtual,Malaysia PM's AI chatbot PMX AI goes offline after launch,"Prime Minister Anwar Ibrahim's AI chatbot PMX AI was taken offline within one day of its public launch after going viral for unexpected and controversial responses. The service was described as temporarily unavailable for system upgrades and improvements, with a resumption expected the same evening.",,,52,https://soyacincau.com/2026/07/20/pmx-ai-anwar-ibrahim-digital-twin-offline/,,SoyaCincau.com,https://presentofai.com/e/5098
5062,2026-07-20,terrestrial,OpenAI's Jalapeño inference chip cuts costs 50%; Amazon deploys 1.4M Trainium chips,"OpenAI unveiled its first in-house inference chip, Jalapeño, reportedly cutting inference costs by 50%. Separately, Amazon has deployed 1.4 million Trainium chips, building a multi-billion-dollar custom silicon business, part of a broad wave of hyperscaler defection from Nvidia.",OpenAI,,72,https://finance.biggo.com/news/2ec8bf9f-ed6e-47b1-a9b1-e39dab46f1e6,,BigGo Finance,https://presentofai.com/e/5062
5060,2026-07-20,terrestrial,"TSMC adds $100B to Arizona investment, total hits $265B","TSMC committed an additional $100 billion to its Arizona operations, raising total planned US spending to $265 billion across new wafer fabs and advanced packaging facilities, driven by AI chip demand.",TSMC,,75,https://qz.com/tsmc-100-billion-arizona-investment-ai-chip-demand-072026,,,https://presentofai.com/e/5060
5057,2026-07-20,virtual,Anthropic reverses planned Agent SDK billing overhaul amid price war concerns,"Anthropic paused a billing overhaul announced for June 15, 2026 that would have separated Agent SDK and third-party app usage from regular subscription limits, telling customers by email that nothing changes for now. The article suggests the reversal was probably driven by a looming price war with OpenAI, Anthropic's pending IPO, and a tense regulatory environment, though no official reason was given.",Anthropic,,62,https://the-decoder.com/anthropic-backs-off-unpopular-billing-overhaul-as-price-war-with-openai-looms/,,The Decoder,https://presentofai.com/e/5057
5055,2026-07-20,terrestrial,White House weighs executive order curbing open-source AI,"The Trump administration is reportedly considering an executive order targeting open-source AI releases, a significant potential regulatory shift prompted in part by China's Kimi K3 release.",White House,,72,https://aiweekly.co/alerts/white-house-weighs-open-source-ai-curbs-after-chinas-kimi-k3,,,https://presentofai.com/e/5055
5024,2026-07-20,terrestrial,"China AI compute capacity hits 2,185 EFLOPS","China's intelligent computing capacity reached 2,185 EFLOPS by end of June 2026, according to official data, reflecting rapid national-scale expansion of AI infrastructure.",,,72,https://www.globaltimes.cn/page/202607/1366368.shtml,,Global Times,https://presentofai.com/e/5024
4970,2026-07-20,virtual,China launches AI agent interoperability standard at WAIC 2026,"At the 2026 World AI Conference in Shanghai, China unveiled a national initiative to standardize AI agent interoperability protocols, alongside groundwork for space-based computing infrastructure, marking the first state-level AI agent interoperability mandate.",China,,68,https://www.digitimes.com/news/a20260720VL208/china-ai-agent-cloud-development-infrastructure-2026.html,,DIGITIMES Asia,https://presentofai.com/e/4970
4869,2026-07-20,terrestrial,Australia introduces rules curbing AI automated government decisions,"Australia's Labor government unveiled a national AI plan with new rules to curb automated AI decision-making in government, accompanied by a push for digital duty of care legislation.",,,62,https://theguardian.com/australia-news/2026/jul/19/national-ai-plan-labor-anthony-albanese-andrew-charlton,,The Guardian,https://presentofai.com/e/4869
6098,2026-07-19,virtual,Current AI launches AlphaChat open-source chatbot coalition,"Nonprofit Current AI launched AlphaChat in Geneva, an open-source chatbot assembled in seven weeks by a 10-organization coalition including Hugging Face, Mozilla, and MIT Media Lab, aiming to build a free, open AI infrastructure analogous to the World Wide Web.",Current AI,,58,https://techcrunch.com/2026/07/19/nonprofit-current-ai-is-racing-to-build-the-world-wide-web-of-ai-free-for-all/,,TechCrunch,https://presentofai.com/e/6098
5305,2026-07-19,terrestrial,TSMC Accelerates Arizona Fab Buildout to Meet AI Chip Demand,"TSMC's CFO Wendell Huang told CNBC the company is committing an additional $100 billion to expand its Arizona chipmaking footprint, raising its total Arizona investment to $265 billion, citing robust customer demand from a multi-year AI megatrend and strong U.S. government support. The company also revised its full-year capital expenditure upward to between $60 billion and $64 billion.",TSMC,,62,https://www.cnbc.com/2026/07/20/tsmc-arizona-fab-capacity-ai-chip-demand.html,,CNBC,https://presentofai.com/e/5305
5258,2026-07-19,virtual,Netflix acquires Ben Affleck's AI startup InterPositive in reported $587M deal,"Netflix acquired InterPositive, an AI filmmaking startup co-founded by Ben Affleck, with TechCrunch reporting the price at $587 million in cash, though financial terms were not officially disclosed and Bloomberg reported the deal could reach up to $600 million. The full InterPositive team joined Netflix, and Affleck was named a senior adviser.",Netflix,,68,https://mezha.net/eng/bukvy/618b1dc0_netflix_buys_interpositive/,,#Межа. Новини України.,https://presentofai.com/e/5258
5254,2026-07-19,terrestrial,EU mandates Google open Android AI access by July 2027,"Under the Digital Markets Act, the EU is demanding Google give rival AI agents broader access to Android by July 2027, while Apple contests the same regulatory approach on privacy and security grounds, setting up a major clash over smartphone AI governance.",EU,,72,https://www.ctvnews.ca/sci-tech/article/google-and-apple-are-clashing-with-the-eu-over-the-future-of-ai-assistants/,,CTV News,https://presentofai.com/e/5254
5015,2026-07-19,space,First multimodal AI (vision + language) operated in orbit,"In April 2026, aboard the YAM-9 satellite built by Loft Orbital, NASA JPL's NAVI-Orbital software package running Google DeepMind's Gemma 3 vision-language model autonomously classified Earth observation images based on plain-language questions, marking the first use of a multimodal vision-language AI in space. The technology enables on-orbit inference, reducing the volume of raw data that ground analysts must process.",,,75,https://www.warpnews.org/space/a-satellite-read-its-own-images-could-keep-watch-on-earth-in-real-time/,,Warp News,https://presentofai.com/e/5015
4989,2026-07-19,terrestrial,"Ubtech Launches Uworld U1, Claimed World's First Mass-Produced Companion Robot","Chinese company Ubtech launched its Uworld U1 series, which it calls the world's first full-size, mass-produced ultrabionic companion robot designed for home use. The lineup includes a semi-torso Lite edition and two full-body models, priced between roughly $17,655 and $145,717, with over 13,000 orders reported on launch day, though many came from demonstration halls and government procurement programs rather than private consumers.",,,78,https://newatlas.com/robotics/u1-worlds-first-mass-produced-humanoid-robot/,,New Atlas,https://presentofai.com/e/4989
4987,2026-07-19,terrestrial,"Japan Gov't Buys 27,500 Nvidia Rubin GPUs for Domestic AI","Japan's government finalized plans to purchase 27,500 Nvidia Rubin GPUs using hundreds of billions of yen in state funds, confirming an AI factory with the Noetra consortium (including SoftBank) during Jensen Huang's visit to Japan.",Japan Government,,74,https://finance.biggo.com/news/b3bb67fe-4143-40a0-8684-e03cbce96e08,,BigGo Finance,https://presentofai.com/e/4987
4915,2026-07-19,terrestrial,Kazakhstan deploys AI robot dog for law enforcement at public events,"Kazakhstan became one of the first countries to deploy an AI-powered robot dog in an active law enforcement role, using it to identify law violators during large public events in the Karaganda Region.",,,62,https://caspianpost.com/kazakhstan/kazakhstan-deploys-ai-robot-dog-at-public-events-detects-first-law-violators,,Latest News & Breaking Stories,https://presentofai.com/e/4915
4910,2026-07-19,virtual,BrainCo launches non-invasive BCI to control humanoid robots,"Chinese BCI firm BrainCo debuted a non-invasive headset platform allowing users to control humanoid robots and robotic arms using only brain signals, the first commercial non-invasive brain-to-humanoid-robot interface.",BrainCo,,60,https://interestingengineering.com/ai-robotics/china-brain-to-robot-platform,,Interesting Engineering,https://presentofai.com/e/4910
4863,2026-07-19,terrestrial,Chinese researchers cut 3D optical chip build time to seconds,"A team of Chinese scientists published a new fabrication method for 3D optical chips in Advanced Materials that reduces production time from hours to seconds. The study was led by PhD student Wang Yi and researchers from the Institute of Physics under the Chinese Academy of Sciences, along with collaborators from the University of Hong Kong and other Chinese institutions.",,,65,https://www.newsbytesapp.com/news/science/new-method-can-make-optical-chip-production-faster/story,,NewsBytes,https://presentofai.com/e/4863
4835,2026-07-19,terrestrial,US Air Force AI Drone Fires Live AMRAAM Missile in World First,"A US Air Force autonomous AI-powered fighter drone fired a real AIM-120 AMRAAM air-to-air missile for the first time, marking a major milestone in AI combat aviation and autonomous weapons deployment.",US Air Force,,85,https://techradar.com/pro/usafs-autonomous-ai-fighter-drone-just-fired-a-real-amraam-air-to-air-missile-in-a-world-first,,TechRadar FR,https://presentofai.com/e/4835
4799,2026-07-19,terrestrial,Changzhou plans China's first city-level AI token factory at 60T tokens/year,"Changzhou announced construction of China's first city-level green AI token factory, targeting 60 trillion tokens per year of clean-power AI compute capacity.",,,65,https://www.scmp.com/tech/article/3361089/changzhou-says-it-building-chinas-first-city-level-clean-power-token-factory,,South China Morning Post,https://presentofai.com/e/4799
4780,2026-07-19,terrestrial,Shanghai opens China's first AI-run autonomous materials science lab,"Shanghai launched China's first fully unmanned AI-powered autonomous laboratory for materials science, backed by Fudan University, capable of conducting scientific research without human operators.",,,65,https://www.bastillepost.com/global/article/6021081-shanghai-launches-chinas-first-ai-powered-autonomous-laboratory-for-materials-science,,巴士的報,https://presentofai.com/e/4780
4709,2026-07-19,virtual,Alibaba Qwen unveils preview of new flagship AI model,"Alibaba's Qwen team released a preview of its new flagship AI model, which Bloomberg reports ranks second only to Anthropic's Fable 5, arriving days after Moonshot's Kimi K3 further demonstrated China's rapidly closing gap with US frontier labs.",Alibaba,,72,https://bloomberg.com/news/articles/2026-07-19/alibaba-s-qwen-unveils-preview-of-flagship-ai-model,,Bloomberg.com,https://presentofai.com/e/4709
4601,2026-07-19,space,SpaceX Signs ~$26B AI Compute Deals With Anthropic and Google,"SpaceX signed AI compute agreements with Anthropic and Google worth roughly $26 billion in annualized revenue, more than doubling the company's total revenue built over two decades, and announced plans to manufacture AI chips with Terafab for orbital data centers.",SpaceX,,82,https://finance.yahoo.com/technology/article/ceo-spacexs-record-ipo-was-the-space-economys-opening-act-heres-what-comes-next-140618299.html,,CNBC,https://presentofai.com/e/4601
4515,2026-07-19,terrestrial,San Francisco orders Apple & Google to pull AI nudify apps,"San Francisco City Attorney David Chiu ordered Apple and Google to remove dozens of AI-powered nudify apps from their app stores, arguing the software enables non-consensual intimate deepfakes and violates California law. Both companies were warned they could face civil penalties, and each confirmed removing or suspending the specific apps identified in the city's letters.",San Francisco City Attorney,,68,https://indianexpress.com/article/technology/tech-news-technology/ai-nudify-apps-spark-legal-action-against-apple-google-in-us-10792608/,,The Indian Express,https://presentofai.com/e/4515
5496,2026-07-18,terrestrial,Hyundai Announces Full Acquisition of Boston Dynamics from SoftBank,"Hyundai Motor Group announced it would acquire SoftBank's remaining roughly 10 percent stake in Boston Dynamics, making it a wholly owned subsidiary. Hyundai plans to deploy more than 25,000 Atlas humanoid robots across Hyundai and Kia manufacturing sites, potentially starting at its Georgia Metaplant in 2028, and aims to build up to 30,000 Atlas units annually by 2028.",Hyundai,,72,https://carscoops.com/2026/07/hyundai-boston-dynamics-acquisition,,,https://presentofai.com/e/5496
5173,2026-07-18,terrestrial,SF mayor calls for stricter statewide robotaxi standards post-Waymo July 4 incident,"San Francisco Mayor Daniel Lurie formally wrote to California transportation regulators demanding new statewide standards for how autonomous vehicles respond during major disruptions, citing Waymo's July 4 operational meltdown.",City of San Francisco,,60,https://businessinsider.com/daniel-lurie-sf-tougher-regulations-robotaxis-2026-7,,Business Insider,https://presentofai.com/e/5173
5014,2026-07-18,space,China launches first satellites of orbital AI compute network,"Shanghai Xingshu Tiansuan Space Technology announced Saturday it had launched the first constellation in a project that will ultimately deploy 1,000 satellites for space-based AI computing, processing data in orbit rather than sending it to Earth. The announcement coincided with President Xi Jinping's appearance at the 2026 World Artificial Intelligence Conference in Shanghai.",Shanghai Xingshu Tiansuan,,78,https://www.thenews.com.pk/latest/1409523-china-launches-first-of-1000-space-computing-satellites,,The News International,https://presentofai.com/e/5014
4981,2026-07-18,terrestrial,Humans First stages a national day of protest against AI data centers across US cities,"The conservative advocacy group Humans First organized demonstrations on July 18 across more than 50 US locations to pressure local, state, and federal officials over data-center utility costs, water demand, noise, land-use changes, and national security risks tied to AI expansion. The group cited a Gallup poll finding that 70 percent of Americans oppose having a data center in their community, including 48 percent who strongly oppose it.",Humans First,,65,https://www.newsweek.com/national-day-of-protest-against-data-centers-on-july-18map-list-of-cities-12150084,,Newsweek,https://presentofai.com/e/4981
4803,2026-07-18,terrestrial,Alibaba T-Head open-sources AI software stack to rival Nvidia CUDA,"Alibaba's chip unit T-Head announced it will open-source its proprietary SAIL software stack, targeting Nvidia's dominant CUDA ecosystem to lower migration barriers for developers adopting its Zhenwu AI computing architectures.",Alibaba,,65,https://www.scmp.com/tech/tech-war/article/3361048/alibaba-targets-nvidias-dominant-software-ecosystem-open-source-ai-stack,,South China Morning Post,https://presentofai.com/e/4803
4790,2026-07-18,terrestrial,China enacts laws banning AI girlfriend/romantic chatbot behavior,"China introduced new regulations instructing major tech firms including Alibaba, ByteDance, and MiniMax to prohibit flirtatious behavior from their AI products. The rules also address a broader range of concerns including addiction, anti-social behavior, human-like conduct, and pornographic imagery, according to reporting by The Wall Street Journal and The Economist.",,,65,https://kotaku.com/china-introduces-new-laws-to-prevent-people-from-falling-in-love-with-ai-chatbots-2000717442,,Kotaku,https://presentofai.com/e/4790
4649,2026-07-18,virtual,Nvidia & Hugging Face launch Isaac GR00T 1.7 open humanoid VLA model,"Nvidia and Hugging Face expanded the LeRobot platform with Nvidia Isaac GR00T 1.7, an open vision-language-action foundation model for humanoid robots, plus the Isaac Teleop framework, making advanced humanoid AI tools broadly accessible.",Nvidia,,65,https://roboticsandautomationnews.com/2026/07/18/nvidia-and-hugging-face-expand-lerobot-with-new-open-robotics-ai-tools/103491/,,Robotics & Automation News,https://presentofai.com/e/4649
4646,2026-07-18,terrestrial,Hyundai robot dispute triggers auto industry's first humanoid-robot factory stoppage,"Thousands of unionized Hyundai workers in Ulsan, South Korea began staging partial strikes after 15 rounds of negotiations over plans to deploy Atlas humanoid robots failed, marking what the Wall Street Journal called the car industry's first factory stoppage addressing humanoid robots. The union, representing more than 39,000 workers, demanded a shift from hourly pay to fixed salaries to protect against automation-driven reductions in work hours, a higher retirement age, and bigger bonuses.",Hyundai,,72,https://arstechnica.com/ai/2026/07/fear-of-humanoid-robots-spurs-human-workers-to-strike-at-hyundai-auto-factory/,,Ars Technica,https://presentofai.com/e/4646
4640,2026-07-18,terrestrial,Philadelphia Semiconductor Index Drops 10% in Week Amid AI Spending Concerns,"The Philadelphia Semiconductor Index fell nearly 2% on Friday and about 10% for the week, its largest weekly drop in over a year, as Chinese AI startup Moonshot unveiled a new open-weight model that rekindled investor scrutiny of AI capital expenditure sustainability. The S&P 500 and Nasdaq also fell, while South Korea's Kospi remained in bear market territory and Japan's Nikkei entered correction territory.",,,62,https://m.economictimes.com/markets/us-stocks/news/wall-streets-chip-index-enters-bear-market-is-the-ai-bubble-finally-going-bust/articleshow/132473946.cms,,The Economic Times,https://presentofai.com/e/4640
4639,2026-07-18,terrestrial,Meta Plans September Production Start for Iris AI Chip,Meta announced it will begin production of its in-house Iris AI chip in September as part of a strategy to double its computing capacity to 14 gigawatts.,Meta,,65,https://www.channelnewsasia.com/business/meta-put-ai-chip-production-in-september-it-looks-double-computing-capacity-memo-shows-6243856,,CNA,https://presentofai.com/e/4639
4626,2026-07-18,terrestrial,ZTE NaviX Ultra debuts as world's first agentic AI smartphone,"ZTE showcased the NaviX Ultra at the World AI Conference in Shanghai, billing it as the world's first agentic AI smartphone; running ByteDance's Doubao AI agent with voice activation, the initial 30,000 units sold out quickly and doubled in price on the used market.",,,68,https://thenextweb.com/news/china-agentic-ai-smartphones-zte-navix-doubao-waic,,The Next Web,https://presentofai.com/e/4626
4521,2026-07-18,virtual,Kimi K3 launch triggers global AI market selloff,"Chinese startup Moonshot AI released Kimi K3, a model breakthrough significant enough to ripple through global markets and revive comparisons to the January 2025 DeepSeek moment, sending AI and semiconductor stocks sharply lower worldwide.",Moonshot AI,,72,https://www.bloomberg.com/news/articles/2026-07-17/ai-upheaval-crushes-retail-traders-crowding-into-leveraged-funds,,Bloomberg.com,https://presentofai.com/e/4521
4406,2026-07-18,terrestrial,"Tesla Optimus surpasses 50,000 units; Figure AI tops 10,000 deployments","Cumulative Tesla Optimus production has passed 50,000 units with over 1,000 working on Tesla's own production lines, while Figure AI has surpassed 10,000 humanoid robot deployments across partner warehouses, concrete scale thresholds marking humanoid robotics entering mass deployment.",,,78,https://www.technology.org/2026/07/18/humanoid-robots-in-2026-what-is-actually-deployed/,,Technology Org,https://presentofai.com/e/4406
4350,2026-07-18,virtual,Malaysia PM launches AI avatar PMX.AI on WhatsApp,"Malaysian Prime Minister Anwar Ibrahim launched PMX.AI, an AI avatar of himself built by Zetrix AI, allowing citizens to interact with it directly via WhatsApp to share concerns and gather ground sentiment.",,,58,https://www.channelnewsasia.com/asia/malaysia-anwar-ai-avatar-agentic-artificial-intelligence-zetrix-6258796,,CNA,https://presentofai.com/e/4350
4265,2026-07-18,terrestrial,"RIAA, IFPI and Grammys launch joint AI labelling program for recorded music","Leading music industry bodies including the RIAA, IFPI, and the Grammys launched a joint voluntary labelling program to inform fans when generative AI has been used in recorded music, distinguishing between 'AI-generated' and 'AI-assisted' labels across digital music services and other partners.",,,62,https://www.musicradar.com/music-industry/leading-record-industry-bodies-unite-to-introduce-labelling-program-for-generative-ai-in-recorded-music,,,https://presentofai.com/e/4265
4253,2026-07-18,terrestrial,MLB bans AI-assisted in-game strategy via dugout iPads,"Major League Baseball officially restricted iPad usage in dugouts to prevent teams from running AI tools for real-time in-game strategy decisions, marking the first formal AI-use ban in a major U.S. professional sports league.",,,55,https://www.espn.com/mlb/story/_/id/49385415/mlb-restricts-dugout-ipad-use-prevent-artificial-intelligence-game-decision-making,,,https://presentofai.com/e/4253
4238,2026-07-18,terrestrial,"29 nations form World AI body, excluding US","China, Russia, and 27 other countries established a new international AI governance body without US participation, marking a significant geopolitical split in global AI regulation.",,,78,https://www.computerworld.com/article/4198354/china-russia-and-27-others-create-world-ai-body-without-us.html,,Computerworld,https://presentofai.com/e/4238
4204,2026-07-18,terrestrial,"TSMC raises Arizona commitment to $265B, adds CoWoS AI packaging capacity","TSMC added $100 billion to its US investment commitment, raising its total Arizona pledge to $265 billion across 12 facilities, the largest direct foreign investment in American history. The expansion adds dedicated CoWoS advanced packaging capacity in Arizona, targeting the supply constraint that limits how many AI accelerators NVIDIA, AMD, and major cloud hyperscalers can deliver.",TSMC,,78,https://www.techtimes.com/articles/320841/20260717/tsmc-lifts-arizona-265-billion-after-record-quarter-four-fabs-target-ai-packaging-bottleneck.htm,,Tech Times,https://presentofai.com/e/4204
4093,2026-07-18,virtual,Xi Jinping publicly endorses open-source AI development,"Chinese President Xi Jinping called for more open-source AI in a public speech, explicitly encouraging 'open-source, openness, collaboration, and sharing,' signaling a major state-level policy posture shift in China's AI strategy.",,,70,https://businessinsider.com/xi-jinping-open-source-ai-us-competition-openai-anthropic-models-2026-7,,Business Insider,https://presentofai.com/e/4093
5613,2026-07-17,terrestrial,China's Xi Jinping launches global AI alliance WAICO,"Chinese President Xi Jinping launched the World Artificial Intelligence Cooperation Organization (WAICO), a new international AI body with 29 founding member nations including Indonesia, Brazil, Malaysia, South Africa, Russia, and Pakistan, aimed at promoting international AI cooperation and regulation. Analysts say Beijing will likely use the alliance to shape how AI policies are framed at the UN.",China,,72,https://aljazeera.com/news/2026/7/17/chinas-xi-jinping-launches-new-ai-alliance-what-is-it,,,https://presentofai.com/e/5613
5455,2026-07-17,virtual,Kimi K3 launch surprises US AI industry with capabilities rivaling Claude and ChatGPT,"Moonshot AI's Kimi K3, an open-source model from Beijing-based startup Moonshot, launched July 17 and topped Arena's front-end coding rankings. The release drew comparisons to DeepSeek's market-shaking impact and was described by one analyst as posing a revenue challenge to Anthropic and OpenAI.",Moonshot AI,,78,https://apnews.com/article/kimi-k3-china-ai-0d8a5e268deb11a673f4d444fc597cc5,,AP News,https://presentofai.com/e/5455
5125,2026-07-17,virtual,"Moonshot AI releases Kimi K3, open-weight model rivaling top US AI systems","Chinese startup Moonshot AI launched Kimi K3, an open-weight model that topped Arena's front-end coding leaderboard and appeared to match leading US models from Anthropic and OpenAI, drawing comparisons to the market reaction that followed DeepSeek's release in early 2025.",Moonshot AI,,85,https://www.theglobeandmail.com/business/international-business/article-moonshot-kimi-k3-ai-model-closes-in-on-anthropic/,,The Globe and Mail,https://presentofai.com/e/5125
5090,2026-07-17,terrestrial,AI micro-drone makes first autonomous mid-air insect kill,"French startup Tornyol's 40-gram quadcopter drone, using phased-array ultrasonic sonar to detect insects by wingbeat frequency, achieved its first autonomous air-to-air kill, intercepting and shredding a moth mid-flight. The drone, still in development, is ultimately intended to autonomously patrol and eliminate mosquitoes across areas of up to five acres.",Tornyol,,72,https://popsci.com/technology/mosquito-killing-dron,,,https://presentofai.com/e/5090
4913,2026-07-17,terrestrial,Ukraine's 33rd Regiment clears Russian position using only drones and robots,"Ukraine's 33rd Separate Assault Regiment conducted a fully unmanned assault on a Russian infiltration position using two ground robots and three aerial drones, with no human soldiers in the assault element.",Ukraine Armed Forces,,75,https://forbes.com/sites/vikrammittal/2026/07/17/ukrainian-ground-robots-and-aerial-drones-assault-a-russian-position,,Forbes,https://presentofai.com/e/4913
4903,2026-07-17,terrestrial,20+ Japanese manufacturers join NVIDIA Cosmos Coalition,"NVIDIA announced in Tokyo that over 20 major Japanese industrial firms, including FANUC, Kawasaki, Yaskawa, Honda R&D, Sony, Hitachi, and SoftBank, intend to join its Cosmos Coalition for physical AI and robotics development.",NVIDIA,,68,https://techtimes.com/articles/320801/20260717/nvidia-brings-robot-ai-device-japans-top-manufacturers-join-cosmos-coalition.htm,,Tech Times,https://presentofai.com/e/4903
4833,2026-07-17,terrestrial,NHTSA Orders AV Developers to Stop Blocking First Responders,NHTSA issued a directive giving autonomous vehicle developers until end of July 2026 to resolve the recurring problem of robotaxis blocking emergency responders at incident scenes.,,,70,https://techcrunch.com/2026/07/19/techcrunch-mobility-the-battle-over-robotaxi-rules,,TechCrunch,https://presentofai.com/e/4833
4685,2026-07-17,terrestrial,Pentagon in multibillion-dollar AI compute talks with SpaceX,"The U.S. Department of Defense is in active negotiations with SpaceX for a deal potentially worth several billion dollars to purchase data-center capacity for running AI models, extending an existing Pentagon-SpaceX relationship.",SpaceX,,72,https://www.quiverquant.com/news/SpaceX+Reportedly+in+Talks+for+Multibillion-Dollar+Pentagon+AI+Infrastructure+Deal,,Quiver Quantitative,https://presentofai.com/e/4685
4651,2026-07-17,terrestrial,First humanoid robot union strike over Boston Dynamics Atlas,"About 35,000 Hyundai workers launched a rolling strike at Korean assembly plants, described as the first strike anywhere explicitly triggered by a plan to deploy humanoid robots on factory floors. The union's key demand is that no robot enters a Hyundai workplace without a prior labor-management agreement.",Hyundai,,72,https://www.forbes.com/sites/johnkoetsier/2026/07/17/we-just-had-the-first-humanoid-robot-strike-ever/,,Forbes,https://presentofai.com/e/4651
